product_id,product_name,category,brand,release_year
S087,Samsung Galaxy F04,Smartphone,Samsung,2023
S088,Samsung Galaxy F54,Smartphone,Samsung,2021
S089,Samsung Galaxy M54,Smartphone,Samsung,2022
S090,Samsung Galaxy A54,Smartphone,Samsung,2021
S091,Samsung Galaxy S23 Ultra,Smartphone,Samsung,2021
S092,Samsung Galaxy F54,Smartphone,Samsung,2021
S093,Samsung Galaxy F54,Smartphone,Samsung,2021
S094,Samsung Galaxy A04s,Smartphone,Samsung,2023
S095,Samsung Galaxy Z Flip5,Smartphone,Samsung,2021
S096,Samsung Galaxy A04s,Smartphone,Samsung,2021
S097,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2021
S098,Samsung Galaxy M54,Smartphone,Samsung,2023
S099,Samsung Galaxy M04,Smartphone,Samsung,2021
S100,Samsung Galaxy Tab S8+,Smartphone,Samsung,2021
S101,Samsung Galaxy S23 Ultra,Smartphone,Samsung,2023
S102,Samsung Galaxy A54,Smartphone,Samsung,2023
S103,Samsung Galaxy A34,Smartphone,Samsung,2023
S104,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2021
S105,Samsung Galaxy M04,Smartphone,Samsung,2023
S106,Samsung Galaxy S23+,Smartphone,Samsung,2023
S107,Samsung Galaxy A04s,Smartphone,Samsung,2021
S108,Samsung Galaxy A34,Smartphone,Samsung,2023
S109,Samsung Galaxy Tab S8,Smartphone,Samsung,2021
S110,Samsung Galaxy A54,Smartphone,Samsung,2022
S111,Samsung Galaxy A54,Smartphone,Samsung,2023
S112,Samsung Galaxy XCover6 Pro,Smartphone,Samsung,2022
S113,Samsung Galaxy XCover6 Pro,Smartphone,Samsung,2021
S114,Samsung Galaxy A14,Smartphone,Samsung,2023
S115,Samsung Galaxy M04,Smartphone,Samsung,2021
S116,Samsung Galaxy F54,Smartphone,Samsung,2022
S117,Samsung Galaxy F54,Smartphone,Samsung,2021
S118,Samsung Galaxy M54,Smartphone,Samsung,2023
S119,Samsung Galaxy Z Fold5,Smartphone,Samsung,2023
S120,Samsung Galaxy M34,Smartphone,Samsung,2022
S121,Samsung Galaxy A04s,Smartphone,Samsung,2021
S122,Samsung Galaxy XCover5,Smartphone,Samsung,2023
S123,Samsung Galaxy A24,Smartphone,Samsung,2022
S124,Samsung Galaxy A04s,Smartphone,Samsung,2023
S125,Samsung Galaxy M34,Smartphone,Samsung,2023
S126,Samsung Galaxy S23 Ultra,Smartphone,Samsung,2021
S127,Samsung Galaxy M04,Smartphone,Samsung,2023
S128,Samsung Galaxy S23 Ultra,Smartphone,Samsung,2021
S129,Samsung Galaxy XCover5,Smartphone,Samsung,2023
S130,Samsung Galaxy Tab S8,Smartphone,Samsung,2022
S131,Samsung Galaxy A14,Smartphone,Samsung,2023
S132,Samsung Galaxy S23 Ultra,Smartphone,Samsung,2021
S133,Samsung Galaxy F04,Smartphone,Samsung,2021
S134,Samsung Galaxy M34,Smartphone,Samsung,2022
S135,Samsung Galaxy Z Flip5,Smartphone,Samsung,2023
S136,Samsung Galaxy M04,Smartphone,Samsung,2023
S137,Samsung Galaxy Z Fold5,Smartphone,Samsung,2022
S138,Samsung Galaxy A24,Smartphone,Samsung,2023
S139,Samsung Galaxy XCover6 Pro,Smartphone,Samsung,2023
S140,Samsung Galaxy S23,Smartphone,Samsung,2021
S141,Samsung Galaxy S23 Ultra,Smartphone,Samsung,2023
S142,Samsung Galaxy A14,Smartphone,Samsung,2023
S143,Samsung Galaxy M54,Smartphone,Samsung,2022
S144,Samsung Galaxy A54,Smartphone,Samsung,2022
S145,Samsung Galaxy F54,Smartphone,Samsung,2021
S146,Samsung Galaxy A34,Smartphone,Samsung,2023
S147,Samsung Galaxy F04,Smartphone,Samsung,2023
S148,Samsung Galaxy A04s,Smartphone,Samsung,2023
S149,Samsung Galaxy A04s,Smartphone,Samsung,2021
S150,Samsung Galaxy A14,Smartphone,Samsung,2021
S151,Samsung Galaxy Z Flip5,Smartphone,Samsung,2022
S152,Samsung Galaxy F04,Smartphone,Samsung,2021
S153,Samsung Galaxy F04,Smartphone,Samsung,2023
S154,Samsung Galaxy A14,Smartphone,Samsung,2023
S155,Samsung Galaxy M54,Smartphone,Samsung,2021
S156,Samsung Galaxy M54,Smartphone,Samsung,2023
S157,Samsung Galaxy S23+,Smartphone,Samsung,2023
S158,Samsung Galaxy S23 Ultra,Smartphone,Samsung,2021
S159,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2021
S160,Samsung Galaxy Z Flip5,Smartphone,Samsung,2023
S161,Samsung Galaxy A04s,Smartphone,Samsung,2023
S162,Samsung Galaxy A24,Smartphone,Samsung,2023
S163,Samsung Galaxy M14,Smartphone,Samsung,2022
S164,Samsung Galaxy Z Fold5,Smartphone,Samsung,2022
S165,Samsung Galaxy M54,Smartphone,Samsung,2022
S166,Samsung Galaxy S23+,Smartphone,Samsung,2021
S167,Samsung Galaxy Z Flip5,Smartphone,Samsung,2022
S168,Samsung Galaxy Z Fold5,Smartphone,Samsung,2021
S169,Samsung Galaxy M34,Smartphone,Samsung,2021
S170,Samsung Galaxy XCover5,Smartphone,Samsung,2022
S171,Samsung Galaxy Z Fold5,Smartphone,Samsung,2022
S172,Samsung Galaxy F14,Smartphone,Samsung,2022
S173,Samsung Galaxy F04,Smartphone,Samsung,2023
S174,Samsung Galaxy S23 Ultra,Smartphone,Samsung,2022
S175,Samsung Galaxy F14,Smartphone,Samsung,2023
S176,Samsung Galaxy A54,Smartphone,Samsung,2021
S177,Samsung Galaxy XCover6 Pro,Smartphone,Samsung,2023
S178,Samsung Galaxy XCover6 Pro,Smartphone,Samsung,2022
S179,Samsung Galaxy A34,Smartphone,Samsung,2021
S180,Samsung Galaxy Tab S8+,Smartphone,Samsung,2021
S181,Samsung Galaxy Z Fold5,Smartphone,Samsung,2021
S182,Samsung Galaxy S23+,Smartphone,Samsung,2023
S183,Samsung Galaxy A24,Smartphone,Samsung,2022
S184,Samsung Galaxy M54,Smartphone,Samsung,2021
S185,Samsung Galaxy A34,Smartphone,Samsung,2021
S186,Samsung Galaxy A54,Smartphone,Samsung,2021
S187,Samsung Galaxy F54,Smartphone,Samsung,2023
S188,Samsung Galaxy M34,Smartphone,Samsung,2023
S189,Samsung Galaxy A14,Smartphone,Samsung,2022
S190,Samsung Galaxy A54,Smartphone,Samsung,2023
S191,Samsung Galaxy F14,Smartphone,Samsung,2021
S192,Samsung Galaxy XCover6 Pro,Smartphone,Samsung,2022
S193,Samsung Galaxy A04s,Smartphone,Samsung,2021
S194,Samsung Galaxy Z Flip5,Smartphone,Samsung,2021
S195,Samsung Galaxy M14,Smartphone,Samsung,2023
S196,Samsung Galaxy A34,Smartphone,Samsung,2022
S197,Samsung Galaxy F14,Smartphone,Samsung,2023
S198,Samsung Galaxy Tab S8,Smartphone,Samsung,2023
S199,Samsung Galaxy A54,Smartphone,Samsung,2022
S200,Samsung Galaxy F04,Smartphone,Samsung,2021
S201,Samsung Galaxy S23 Ultra,Smartphone,Samsung,2021
S202,Samsung Galaxy F14,Smartphone,Samsung,2022
S203,Samsung Galaxy A24,Smartphone,Samsung,2021
S204,Samsung Galaxy A24,Smartphone,Samsung,2022
S205,Samsung Galaxy M04,Smartphone,Samsung,2022
S206,Samsung Galaxy A14,Smartphone,Samsung,2023
S207,Samsung Galaxy A14,Smartphone,Samsung,2022
S208,Samsung Galaxy M04,Smartphone,Samsung,2023
S209,Samsung Galaxy M14,Smartphone,Samsung,2021
S210,Samsung Galaxy XCover5,Smartphone,Samsung,2021
S211,Samsung Galaxy A34,Smartphone,Samsung,2021
S212,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2021
S213,Samsung Galaxy A54,Smartphone,Samsung,2023
S214,Samsung Galaxy S23 Ultra,Smartphone,Samsung,2021
S215,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2022
S216,Samsung Galaxy S23,Smartphone,Samsung,2022
S217,Samsung Galaxy Tab S8,Smartphone,Samsung,2022
S218,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2023
S219,Samsung Galaxy F04,Smartphone,Samsung,2021
S220,Samsung Galaxy A24,Smartphone,Samsung,2021
S221,Samsung Galaxy M54,Smartphone,Samsung,2021
S222,Samsung Galaxy F14,Smartphone,Samsung,2023
S223,Samsung Galaxy S23 Ultra,Smartphone,Samsung,2022
S224,Samsung Galaxy M14,Smartphone,Samsung,2022
S225,Samsung Galaxy M34,Smartphone,Samsung,2021
S226,Samsung Galaxy F54,Smartphone,Samsung,2022
S227,Samsung Galaxy S23,Smartphone,Samsung,2022
S228,Samsung Galaxy XCover6 Pro,Smartphone,Samsung,2023
S229,Samsung Galaxy M04,Smartphone,Samsung,2023
S230,Samsung Galaxy M14,Smartphone,Samsung,2023
S231,Samsung Galaxy M14,Smartphone,Samsung,2023
S232,Samsung Galaxy F14,Smartphone,Samsung,2021
S233,Samsung Galaxy XCover5,Smartphone,Samsung,2023
S234,Samsung Galaxy A04s,Smartphone,Samsung,2022
S235,Samsung Galaxy A34,Smartphone,Samsung,2021
S236,Samsung Galaxy A04s,Smartphone,Samsung,2022
S237,Samsung Galaxy Tab S8,Smartphone,Samsung,2022
S238,Samsung Galaxy S23+,Smartphone,Samsung,2022
S239,Samsung Galaxy M54,Smartphone,Samsung,2023
S240,Samsung Galaxy F04,Smartphone,Samsung,2023
S241,Samsung Galaxy A04s,Smartphone,Samsung,2021
S242,Samsung Galaxy F14,Smartphone,Samsung,2021
S243,Samsung Galaxy F54,Smartphone,Samsung,2023
S244,Samsung Galaxy F14,Smartphone,Samsung,2022
S245,Samsung Galaxy F54,Smartphone,Samsung,2021
S246,Samsung Galaxy M14,Smartphone,Samsung,2023
S247,Samsung Galaxy F54,Smartphone,Samsung,2023
S248,Samsung Galaxy S23 Ultra,Smartphone,Samsung,2023
S249,Samsung Galaxy Tab S8,Smartphone,Samsung,2022
S250,Samsung Galaxy F04,Smartphone,Samsung,2023
S251,Samsung Galaxy S23+,Smartphone,Samsung,2023
S252,Samsung Galaxy F14,Smartphone,Samsung,2023
S253,Samsung Galaxy S23 Ultra,Smartphone,Samsung,2023
S254,Samsung Galaxy A24,Smartphone,Samsung,2021
S255,Samsung Galaxy A24,Smartphone,Samsung,2021
S256,Samsung Galaxy Tab S8+,Smartphone,Samsung,2023
S257,Samsung Galaxy Tab S8+,Smartphone,Samsung,2022
S258,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2021
S259,Samsung Galaxy M54,Smartphone,Samsung,2023
S260,Samsung Galaxy Z Fold5,Smartphone,Samsung,2021
S261,Samsung Galaxy M04,Smartphone,Samsung,2021
S262,Samsung Galaxy S23+,Smartphone,Samsung,2022
S263,Samsung Galaxy M34,Smartphone,Samsung,2023
S264,Samsung Galaxy F14,Smartphone,Samsung,2023
S265,Samsung Galaxy XCover6 Pro,Smartphone,Samsung,2022
S266,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2022
S267,Samsung Galaxy A24,Smartphone,Samsung,2023
S268,Samsung Galaxy F04,Smartphone,Samsung,2023
S269,Samsung Galaxy M04,Smartphone,Samsung,2022
S270,Samsung Galaxy XCover5,Smartphone,Samsung,2021
S271,Samsung Galaxy XCover6 Pro,Smartphone,Samsung,2021
S272,Samsung Galaxy S23 Ultra,Smartphone,Samsung,2022
S273,Samsung Galaxy Tab S8+,Smartphone,Samsung,2021
S274,Samsung Galaxy F04,Smartphone,Samsung,2022
S275,Samsung Galaxy A54,Smartphone,Samsung,2021
S276,Samsung Galaxy M34,Smartphone,Samsung,2021
S277,Samsung Galaxy A24,Smartphone,Samsung,2023
S278,Samsung Galaxy A04s,Smartphone,Samsung,2023
S279,Samsung Galaxy A04s,Smartphone,Samsung,2021
S280,Samsung Galaxy F04,Smartphone,Samsung,2021
S281,Samsung Galaxy F14,Smartphone,Samsung,2023
S282,Samsung Galaxy M34,Smartphone,Samsung,2023
S283,Samsung Galaxy M54,Smartphone,Samsung,2023
S284,Samsung Galaxy A14,Smartphone,Samsung,2022
S285,Samsung Galaxy Z Fold5,Smartphone,Samsung,2021
S286,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2023
S287,Samsung Galaxy S23+,Smartphone,Samsung,2021
S288,Samsung Galaxy A04s,Smartphone,Samsung,2022
S289,Samsung Galaxy Z Flip5,Smartphone,Samsung,2022
S290,Samsung Galaxy Z Fold5,Smartphone,Samsung,2023
S291,Samsung Galaxy A04s,Smartphone,Samsung,2022
S292,Samsung Galaxy F54,Smartphone,Samsung,2021
S293,Samsung Galaxy Z Flip5,Smartphone,Samsung,2023
S294,Samsung Galaxy M34,Smartphone,Samsung,2021
S295,Samsung Galaxy M54,Smartphone,Samsung,2021
S296,Samsung Galaxy A24,Smartphone,Samsung,2022
S297,Samsung Galaxy M04,Smartphone,Samsung,2022
S298,Samsung Galaxy M04,Smartphone,Samsung,2022
S299,Samsung Galaxy A14,Smartphone,Samsung,2022
S300,Samsung Galaxy Tab S8+,Smartphone,Samsung,2022
S301,Samsung Galaxy Z Flip5,Smartphone,Samsung,2023
S302,Samsung Galaxy A34,Smartphone,Samsung,2021
S303,Samsung Galaxy F04,Smartphone,Samsung,2021
S304,Samsung Galaxy A14,Smartphone,Samsung,2021
S305,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2021
S306,Samsung Galaxy A04s,Smartphone,Samsung,2022
S307,Samsung Galaxy M34,Smartphone,Samsung,2021
S308,Samsung Galaxy A34,Smartphone,Samsung,2023
S309,Samsung Galaxy F04,Smartphone,Samsung,2023
S310,Samsung Galaxy F54,Smartphone,Samsung,2021
S311,Samsung Galaxy F14,Smartphone,Samsung,2021
S312,Samsung Galaxy Z Fold5,Smartphone,Samsung,2023
S313,Samsung Galaxy M54,Smartphone,Samsung,2023
S314,Samsung Galaxy Tab S8,Smartphone,Samsung,2022
S315,Samsung Galaxy A34,Smartphone,Samsung,2023
S316,Samsung Galaxy S23 Ultra,Smartphone,Samsung,2022
S317,Samsung Galaxy A04s,Smartphone,Samsung,2022
S318,Samsung Galaxy A14,Smartphone,Samsung,2022
S319,Samsung Galaxy A04s,Smartphone,Samsung,2022
S320,Samsung Galaxy F54,Smartphone,Samsung,2022
S321,Samsung Galaxy Tab S8,Smartphone,Samsung,2021
S322,Samsung Galaxy XCover5,Smartphone,Samsung,2023
S323,Samsung Galaxy M54,Smartphone,Samsung,2022
S324,Samsung Galaxy F14,Smartphone,Samsung,2023
S325,Samsung Galaxy Tab S8+,Smartphone,Samsung,2023
S326,Samsung Galaxy A34,Smartphone,Samsung,2022
S327,Samsung Galaxy Tab S8,Smartphone,Samsung,2021
S328,Samsung Galaxy Tab S8,Smartphone,Samsung,2022
S329,Samsung Galaxy A54,Smartphone,Samsung,2021
S330,Samsung Galaxy A14,Smartphone,Samsung,2023
S331,Samsung Galaxy S23+,Smartphone,Samsung,2021
S332,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2021
S333,Samsung Galaxy F04,Smartphone,Samsung,2021
S334,Samsung Galaxy XCover6 Pro,Smartphone,Samsung,2023
S335,Samsung Galaxy A34,Smartphone,Samsung,2023
S336,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2021
S337,Samsung Galaxy A14,Smartphone,Samsung,2021
S338,Samsung Galaxy M54,Smartphone,Samsung,2022
S339,Samsung Galaxy XCover5,Smartphone,Samsung,2021
S340,Samsung Galaxy S23+,Smartphone,Samsung,2022
S341,Samsung Galaxy M54,Smartphone,Samsung,2021
S342,Samsung Galaxy A24,Smartphone,Samsung,2022
S343,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2023
S344,Samsung Galaxy A14,Smartphone,Samsung,2021
S345,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2021
S346,Samsung Galaxy Tab S8,Smartphone,Samsung,2021
S347,Samsung Galaxy Tab S8,Smartphone,Samsung,2021
S348,Samsung Galaxy A04s,Smartphone,Samsung,2022
S349,Samsung Galaxy A14,Smartphone,Samsung,2021
S350,Samsung Galaxy M14,Smartphone,Samsung,2023
S351,Samsung Galaxy Z Fold5,Smartphone,Samsung,2023
S352,Samsung Galaxy XCover5,Smartphone,Samsung,2021
S353,Samsung Galaxy XCover5,Smartphone,Samsung,2023
S354,Samsung Galaxy A54,Smartphone,Samsung,2021
S355,Samsung Galaxy A54,Smartphone,Samsung,2021
S356,Samsung Galaxy Tab S8,Smartphone,Samsung,2023
S357,Samsung Galaxy A04s,Smartphone,Samsung,2021
S358,Samsung Galaxy A04s,Smartphone,Samsung,2023
S359,Samsung Galaxy Tab S8,Smartphone,Samsung,2022
S360,Samsung Galaxy M14,Smartphone,Samsung,2021
S361,Samsung Galaxy A14,Smartphone,Samsung,2022
S362,Samsung Galaxy XCover6 Pro,Smartphone,Samsung,2023
S363,Samsung Galaxy XCover6 Pro,Smartphone,Samsung,2022
S364,Samsung Galaxy A34,Smartphone,Samsung,2022
S365,Samsung Galaxy Tab S8,Smartphone,Samsung,2023
S366,Samsung Galaxy A24,Smartphone,Samsung,2022
S367,Samsung Galaxy A34,Smartphone,Samsung,2022
S368,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2023
S369,Samsung Galaxy A14,Smartphone,Samsung,2022
S370,Samsung Galaxy M34,Smartphone,Samsung,2023
S371,Samsung Galaxy S23+,Smartphone,Samsung,2022
S372,Samsung Galaxy M54,Smartphone,Samsung,2023
S373,Samsung Galaxy F14,Smartphone,Samsung,2023
S374,Samsung Galaxy M14,Smartphone,Samsung,2022
S375,Samsung Galaxy F14,Smartphone,Samsung,2022
S376,Samsung Galaxy Z Fold5,Smartphone,Samsung,2022
S377,Samsung Galaxy A14,Smartphone,Samsung,2021
S378,Samsung Galaxy XCover5,Smartphone,Samsung,2021
S379,Samsung Galaxy F14,Smartphone,Samsung,2021
S380,Samsung Galaxy S23 Ultra,Smartphone,Samsung,2023
S381,Samsung Galaxy Tab S8+,Smartphone,Samsung,2022
S382,Samsung Galaxy XCover5,Smartphone,Samsung,2023
S383,Samsung Galaxy Tab S8+,Smartphone,Samsung,2021
S384,Samsung Galaxy S23+,Smartphone,Samsung,2022
S385,Samsung Galaxy Tab S8,Smartphone,Samsung,2023
S386,Samsung Galaxy F14,Smartphone,Samsung,2022
S387,Samsung Galaxy S23+,Smartphone,Samsung,2023
S388,Samsung Galaxy S23+,Smartphone,Samsung,2022
S389,Samsung Galaxy M04,Smartphone,Samsung,2021
S390,Samsung Galaxy F04,Smartphone,Samsung,2021
S391,Samsung Galaxy F04,Smartphone,Samsung,2022
S392,Samsung Galaxy F54,Smartphone,Samsung,2023
S393,Samsung Galaxy Z Fold5,Smartphone,Samsung,2021
S394,Samsung Galaxy Tab S8+,Smartphone,Samsung,2021
S395,Samsung Galaxy A24,Smartphone,Samsung,2021
S396,Samsung Galaxy S23,Smartphone,Samsung,2022
S397,Samsung Galaxy A24,Smartphone,Samsung,2022
S398,Samsung Galaxy Tab S8+,Smartphone,Samsung,2023
S399,Samsung Galaxy A14,Smartphone,Samsung,2023
S400,Samsung Galaxy Z Fold5,Smartphone,Samsung,2023
S401,Samsung Galaxy A04s,Smartphone,Samsung,2022
S402,Samsung Galaxy XCover6 Pro,Smartphone,Samsung,2022
S403,Samsung Galaxy M34,Smartphone,Samsung,2023
S404,Samsung Galaxy M04,Smartphone,Samsung,2023
S405,Samsung Galaxy S23,Smartphone,Samsung,2022
S406,Samsung Galaxy A24,Smartphone,Samsung,2023
S407,Samsung Galaxy S23,Smartphone,Samsung,2021
S408,Samsung Galaxy A04s,Smartphone,Samsung,2022
S409,Samsung Galaxy Tab S8+,Smartphone,Samsung,2023
S410,Samsung Galaxy F14,Smartphone,Samsung,2022
S411,Samsung Galaxy Z Fold5,Smartphone,Samsung,2021
S412,Samsung Galaxy S23+,Smartphone,Samsung,2022
S413,Samsung Galaxy F14,Smartphone,Samsung,2022
S414,Samsung Galaxy A14,Smartphone,Samsung,2022
S415,Samsung Galaxy M34,Smartphone,Samsung,2022
S416,Samsung Galaxy XCover5,Smartphone,Samsung,2021
S417,Samsung Galaxy A24,Smartphone,Samsung,2022
S418,Samsung Galaxy Z Flip5,Smartphone,Samsung,2022
S419,Samsung Galaxy XCover6 Pro,Smartphone,Samsung,2023
S420,Samsung Galaxy A24,Smartphone,Samsung,2022
S421,Samsung Galaxy A24,Smartphone,Samsung,2023
S422,Samsung Galaxy M54,Smartphone,Samsung,2021
S423,Samsung Galaxy S23 Ultra,Smartphone,Samsung,2021
S424,Samsung Galaxy M34,Smartphone,Samsung,2021
S425,Samsung Galaxy S23 Ultra,Smartphone,Samsung,2021
S426,Samsung Galaxy F14,Smartphone,Samsung,2023
S427,Samsung Galaxy M04,Smartphone,Samsung,2022
S428,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2021
S429,Samsung Galaxy S23+,Smartphone,Samsung,2022
S430,Samsung Galaxy M04,Smartphone,Samsung,2023
S431,Samsung Galaxy F04,Smartphone,Samsung,2023
S432,Samsung Galaxy S23+,Smartphone,Samsung,2023
S433,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2021
S434,Samsung Galaxy Tab S8,Smartphone,Samsung,2022
S435,Samsung Galaxy A54,Smartphone,Samsung,2022
S436,Samsung Galaxy F14,Smartphone,Samsung,2022
S437,Samsung Galaxy F14,Smartphone,Samsung,2023
S438,Samsung Galaxy Z Flip5,Smartphone,Samsung,2021
S439,Samsung Galaxy S23,Smartphone,Samsung,2023
S440,Samsung Galaxy M54,Smartphone,Samsung,2023
S441,Samsung Galaxy M14,Smartphone,Samsung,2022
S442,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2023
S443,Samsung Galaxy F14,Smartphone,Samsung,2022
S444,Samsung Galaxy A04s,Smartphone,Samsung,2021
S445,Samsung Galaxy A34,Smartphone,Samsung,2022
S446,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2021
S447,Samsung Galaxy F04,Smartphone,Samsung,2022
S448,Samsung Galaxy M54,Smartphone,Samsung,2023
S449,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2023
S450,Samsung Galaxy Tab S8,Smartphone,Samsung,2021
S451,Samsung Galaxy XCover6 Pro,Smartphone,Samsung,2021
S452,Samsung Galaxy A24,Smartphone,Samsung,2021
S453,Samsung Galaxy M14,Smartphone,Samsung,2022
S454,Samsung Galaxy F04,Smartphone,Samsung,2022
